# PROCESSED SYNTHETIC DATASET -- ALS baseline corrected + Savitzky-Golay smoothed
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
wavenumber_cm-1,absorbance_raw,baseline,absorbance_baseline_corrected,absorbance_smoothed,transmittance_raw_percent
2204.0,0.04226,0.029461,0.012799,0.012306,90.7276
2203.0,0.041278,0.029494,0.011784,0.012644,90.9332
2202.0,0.04346,0.029528,0.013932,0.01311,90.4774
2201.0,0.042,0.029561,0.012439,0.013276,90.7821
2200.0,0.041523,0.029595,0.011928,0.013066,90.8818
2199.0,0.04501,0.029628,0.015382,0.012454,90.1551
2198.0,0.042924,0.029662,0.013262,0.01237,90.5892
2197.0,0.039778,0.029695,0.010083,0.012123,91.2476
2196.0,0.04064,0.029728,0.010912,0.012063,91.0668
2195.0,0.040618,0.029762,0.010856,0.012261,91.0714
2194.0,0.044577,0.029795,0.014782,0.011716,90.245
2193.0,0.042266,0.029828,0.012438,0.012316,90.7265
2192.0,0.041953,0.029862,0.012091,0.01263,90.7918
2191.0,0.043297,0.029895,0.013402,0.012615,90.5114
2190.0,0.040026,0.029928,0.010098,0.012723,91.1956
2189.0,0.044499,0.029961,0.014538,0.012548,90.2612
2188.0,0.041744,0.029995,0.011749,0.013158,90.8356
2187.0,0.044013,0.030028,0.013985,0.013144,90.3623
2186.0,0.04407,0.030061,0.014009,0.013119,90.3504
2185.0,0.042964,0.030094,0.01287,0.01323,90.5807
2184.0,0.043457,0.030127,0.01333,0.012969,90.4781
2183.0,0.041191,0.03016,0.011031,0.012871,90.9513
2182.0,0.043423,0.030193,0.01323,0.012453,90.4851
2181.0,0.042938,0.030226,0.012712,0.012406,90.5862
2180.0,0.043405,0.03026,0.013145,0.01212,90.4888
2179.0,0.040992,0.030293,0.010699,0.011927,90.9929
2178.0,0.042833,0.030326,0.012507,0.01195,90.6081
2177.0,0.042263,0.030359,0.011904,0.011921,90.7271
2176.0,0.04093,0.030391,0.010539,0.012183,91.0059
2175.0,0.043571,0.030424,0.013147,0.012402,90.4543
2174.0,0.043578,0.030457,0.013121,0.012829,90.4529
2173.0,0.044308,0.03049,0.013818,0.012724,90.3009
2172.0,0.042881,0.030523,0.012358,0.012673,90.598
2171.0,0.042634,0.030556,0.012078,0.012488,90.6497
2170.0,0.042747,0.030589,0.012158,0.012042,90.6261
2169.0,0.041765,0.030621,0.011144,0.011496,90.8313
2168.0,0.041984,0.030654,0.01133,0.011418,90.7854
2167.0,0.042341,0.030687,0.011654,0.011252,90.7109
2166.0,0.042361,0.030719,0.011642,0.011393,90.7066
2165.0,0.041073,0.030752,0.010321,0.011663,90.9761
2164.0,0.043878,0.030785,0.013093,0.012147,90.3903
2163.0,0.041494,0.030817,0.010677,0.011986,90.8878
2162.0,0.044507,0.03085,0.013657,0.011838,90.2596
2161.0,0.043027,0.030882,0.012145,0.011279,90.5676
2160.0,0.042161,0.030915,0.011246,0.011282,90.7483
2159.0,0.03964,0.030947,0.008693,0.010966,91.2768
2158.0,0.041749,0.03098,0.010769,0.010829,90.8345
2157.0,0.040797,0.031012,0.009785,0.010211,91.0338
2156.0,0.044441,0.031045,0.013396,0.010205,90.2732
2155.0,0.041178,0.031077,0.010101,0.010855,90.954
2154.0,0.040488,0.031109,0.009379,0.011008,91.0986
2153.0,0.041342,0.031141,0.010201,0.010927,90.9197
2152.0,0.04323,0.031174,0.012056,0.011169,90.5253
2151.0,0.044511,0.031206,0.013305,0.011179,90.2587
2150.0,0.040453,0.031238,0.009215,0.011761,91.106
2149.0,0.043958,0.03127,0.012688,0.012015,90.3737
2148.0,0.043667,0.031302,0.012365,0.012179,90.4344
2147.0,0.043037,0.031334,0.011703,0.011827,90.5655
2146.0,0.043174,0.031366,0.011808,0.011527,90.537
2145.0,0.043451,0.031398,0.012053,0.011823,90.4793
2144.0,0.043257,0.03143,0.011827,0.011283,90.5196
2143.0,0.040863,0.031462,0.009401,0.011108,91.0201
2142.0,0.04265,0.031494,0.011156,0.011004,90.6463
2141.0,0.043941,0.031526,0.012415,0.011252,90.3773
2140.0,0.041868,0.031557,0.010311,0.011475,90.8095
2139.0,0.042903,0.031589,0.011314,0.011257,90.5935
2138.0,0.043445,0.031621,0.011824,0.011011,90.4806
2137.0,0.044197,0.031652,0.012545,0.010806,90.3239
2136.0,0.041335,0.031684,0.009651,0.010863,90.9212
2135.0,0.040016,0.031715,0.008301,0.011209,91.1977
2134.0,0.043088,0.031747,0.011341,0.011091,90.5549
2133.0,0.045265,0.031778,0.013487,0.011156,90.1021
2132.0,0.043536,0.03181,0.011726,0.010708,90.4616
2131.0,0.042697,0.031841,0.010856,0.011062,90.6365
2130.0,0.041705,0.031873,0.009832,0.011272,90.8437
2129.0,0.04228,0.031904,0.010376,0.010542,90.7235
2128.0,0.040592,0.031935,0.008657,0.010409,91.0769
2127.0,0.045592,0.031966,0.013626,0.010663,90.0343
2126.0,0.04333,0.031998,0.011332,0.01119,90.5045
2125.0,0.04112,0.032029,0.009091,0.01128,90.9661
2124.0,0.044637,0.03206,0.012577,0.011315,90.2325
2123.0,0.042996,0.032091,0.010905,0.011097,90.5742
2122.0,0.043802,0.032122,0.01168,0.010494,90.4061
2121.0,0.041056,0.032153,0.008903,0.010469,90.9796
2120.0,0.042894,0.032183,0.010711,0.009792,90.5955
2119.0,0.041238,0.032214,0.009024,0.009437,90.9416
2118.0,0.041999,0.032245,0.009754,0.009381,90.7823
2117.0,0.040738,0.032276,0.008462,0.00917,91.0461
2116.0,0.040357,0.032306,0.008051,0.009383,91.1262
2115.0,0.044774,0.032337,0.012437,0.00959,90.204
2114.0,0.040624,0.032368,0.008256,0.009445,91.0701
2113.0,0.041637,0.032398,0.009239,0.00959,90.8579
2112.0,0.042782,0.032429,0.010353,0.009487,90.6188
2111.0,0.042519,0.032459,0.01006,0.009402,90.6737
2110.0,0.039569,0.032489,0.00708,0.009407,91.2916
2109.0,0.044048,0.03252,0.011528,0.010225,90.3549
2108.0,0.041392,0.03255,0.008842,0.010515,90.9092
2107.0,0.044601,0.03258,0.012021,0.010704,90.2399
2106.0,0.044888,0.03261,0.012278,0.011159,90.1803
2105.0,0.04389,0.032641,0.011249,0.011315,90.3879
2104.0,0.043317,0.032671,0.010646,0.011068,90.5072
2103.0,0.043362,0.032701,0.010661,0.011866,90.4978
2102.0,0.044319,0.032731,0.011588,0.011621,90.2985
2101.0,0.043508,0.03276,0.010748,0.011471,90.4673
2100.0,0.04619,0.03279,0.0134,0.01135,89.9105
2099.0,0.045981,0.03282,0.013161,0.01097,89.9537
2098.0,0.040682,0.03285,0.007832,0.01038,91.058
2097.0,0.041928,0.032879,0.009049,0.009505,90.7971
2096.0,0.042136,0.032909,0.009227,0.008985,90.7537
2095.0,0.041631,0.032939,0.008692,0.008858,90.8591
2094.0,0.041902,0.032968,0.008934,0.009332,90.8026
2093.0,0.042085,0.032997,0.009088,0.010092,90.7642
2092.0,0.044486,0.033027,0.011459,0.009921,90.2638
2091.0,0.044985,0.033056,0.011929,0.010216,90.1602
2090.0,0.042605,0.033085,0.00952,0.010157,90.6556
2089.0,0.041952,0.033115,0.008837,0.010148,90.7921
2088.0,0.042004,0.033144,0.00886,0.009664,90.7812
2087.0,0.044581,0.033173,0.011408,0.009583,90.2442
2086.0,0.041802,0.033202,0.0086,0.009569,90.8234
2085.0,0.043868,0.033231,0.010637,0.010094,90.3925
2084.0,0.042307,0.03326,0.009047,0.010253,90.7179
2083.0,0.045622,0.033289,0.012333,0.010562,90.0281
2082.0,0.042687,0.033317,0.00937,0.010781,90.6385
2081.0,0.045013,0.033346,0.011667,0.011142,90.1544
2080.0,0.043956,0.033375,0.010581,0.01132,90.3741
2079.0,0.045851,0.033403,0.012448,0.011321,89.9805
2078.0,0.044332,0.033432,0.0109,0.010858,90.2958
2077.0,0.043453,0.03346,0.009993,0.010469,90.4788
2076.0,0.04454,0.033489,0.011051,0.009657,90.2528
2075.0,0.041569,0.033517,0.008052,0.00908,90.8721
2074.0,0.042055,0.033545,0.00851,0.00906,90.7705
2073.0,0.041189,0.033573,0.007616,0.008705,90.9517
2072.0,0.042848,0.033601,0.009247,0.008679,90.6049
2071.0,0.042987,0.03363,0.009357,0.008198,90.5759
2070.0,0.044243,0.033658,0.010585,0.008395,90.3144
2069.0,0.038792,0.033685,0.005107,0.008348,91.4552
2068.0,0.042921,0.033713,0.009208,0.008637,90.5898
2067.0,0.040531,0.033741,0.00679,0.008585,91.0897
2066.0,0.044179,0.033769,0.01041,0.008511,90.3277
2065.0,0.043329,0.033797,0.009532,0.008957,90.5047
2064.0,0.043902,0.033824,0.010078,0.009523,90.3854
2063.0,0.041988,0.033852,0.008136,0.009499,90.7845
2062.0,0.042579,0.033879,0.0087,0.009737,90.6612
2061.0,0.044914,0.033907,0.011007,0.009305,90.175
2060.0,0.042507,0.033934,0.008573,0.009289,90.6761
2059.0,0.044336,0.033961,0.010375,0.009108,90.295
2058.0,0.042376,0.033988,0.008388,0.008823,90.7034
2057.0,0.042147,0.034015,0.008132,0.008712,90.7512
2056.0,0.042725,0.034042,0.008683,0.008861,90.6306
2055.0,0.042258,0.034069,0.008189,0.009037,90.7281
2054.0,0.042713,0.034096,0.008617,0.008854,90.6332
2053.0,0.045629,0.034123,0.011506,0.008995,90.0266
2052.0,0.04379,0.03415,0.00964,0.008923,90.4087
2051.0,0.041014,0.034177,0.006837,0.009095,90.9883
2050.0,0.042524,0.034203,0.008321,0.008933,90.6727
2049.0,0.043192,0.03423,0.008962,0.008698,90.5332
2048.0,0.043577,0.034256,0.009321,0.00857,90.4531
2047.0,0.044385,0.034283,0.010102,0.008867,90.2848
2046.0,0.041783,0.034309,0.007474,0.009499,90.8275
2045.0,0.043912,0.034335,0.009577,0.009303,90.3833
2044.0,0.044068,0.034361,0.009707,0.009245,90.3507
2043.0,0.043455,0.034387,0.009068,0.009302,90.4785
2042.0,0.044821,0.034413,0.010408,0.009219,90.1944
2041.0,0.041992,0.034439,0.007553,0.009366,90.7838
2040.0,0.04403,0.034465,0.009565,0.00855,90.3586
2039.0,0.043431,0.034491,0.00894,0.008385,90.4835
2038.0,0.042119,0.034517,0.007602,0.007892,90.7573
2037.0,0.042426,0.034542,0.007884,0.007745,90.6931
2036.0,0.040798,0.034568,0.00623,0.008509,91.0337
2035.0,0.044476,0.034593,0.009883,0.008233,90.266
2034.0,0.041811,0.034619,0.007192,0.008655,90.8215
2033.0,0.045562,0.034644,0.010918,0.008419,90.0405
2032.0,0.044914,0.034669,0.010245,0.008911,90.1749
2031.0,0.040174,0.034694,0.00548,0.00879,91.1645
2030.0,0.044256,0.03472,0.009536,0.008283,90.3116
2029.0,0.041178,0.034745,0.006433,0.008668,90.9539
2028.0,0.046817,0.03477,0.012047,0.008403,89.7806
2027.0,0.04088,0.034794,0.006086,0.008599,91.0165
2026.0,0.04431,0.034819,0.009491,0.008993,90.3005
2025.0,0.045303,0.034844,0.010459,0.008923,90.0943
2024.0,0.042282,0.034868,0.007414,0.009079,90.723
2023.0,0.043197,0.034893,0.008304,0.008347,90.5321
2022.0,0.044041,0.034917,0.009124,0.008762,90.3565
2021.0,0.044342,0.034942,0.0094,0.007999,90.2938
2020.0,0.041817,0.034966,0.006851,0.007784,90.8204
2019.0,0.041805,0.03499,0.006815,0.00829,90.8227
2018.0,0.043873,0.035014,0.008859,0.007415,90.3913
2017.0,0.041448,0.035038,0.00641,0.007312,90.8976
2016.0,0.04385,0.035062,0.008788,0.007276,90.3962
2015.0,0.043142,0.035086,0.008056,0.007702,90.5436
2014.0,0.038694,0.03511,0.003584,0.007425,91.4758
2013.0,0.045713,0.035134,0.010579,0.007331,90.0092
2012.0,0.042165,0.035157,0.007008,0.007347,90.7475
2011.0,0.04313,0.035181,0.007949,0.007369,90.5461
2010.0,0.041001,0.035204,0.005797,0.007545,90.9911
2009.0,0.043757,0.035228,0.008529,0.007754,90.4156
2008.0,0.042135,0.035251,0.006884,0.00725,90.7539
2007.0,0.044036,0.035274,0.008762,0.007361,90.3575
2006.0,0.041848,0.035297,0.006551,0.007569,90.8137
2005.0,0.042937,0.03532,0.007617,0.007688,90.5863
2004.0,0.043178,0.035343,0.007835,0.007405,90.5361
2003.0,0.042153,0.035366,0.006787,0.00806,90.75
2002.0,0.044957,0.035389,0.009568,0.008224,90.1661
2001.0,0.042446,0.035412,0.007034,0.008142,90.689
2000.0,0.044213,0.035434,0.008779,0.008148,90.3207
1999.0,0.045782,0.035457,0.010325,0.008162,89.995
1998.0,0.041525,0.035479,0.006046,0.008003,90.8814
1997.0,0.04156,0.035502,0.006058,0.007644,90.8741
1996.0,0.045335,0.035524,0.009811,0.007798,90.0875
1995.0,0.043079,0.035546,0.007533,0.008093,90.5567
1994.0,0.042948,0.035568,0.00738,0.008001,90.5841
1993.0,0.044284,0.03559,0.008694,0.008573,90.306
1992.0,0.044837,0.035612,0.009225,0.008362,90.1911
1991.0,0.045119,0.035634,0.009485,0.007922,90.1325
1990.0,0.04106,0.035655,0.005405,0.008024,90.9788
1989.0,0.04446,0.035677,0.008783,0.007938,90.2693
1988.0,0.042662,0.035698,0.006964,0.007834,90.6437
1987.0,0.04388,0.03572,0.00816,0.007881,90.3899
1986.0,0.044062,0.035741,0.008321,0.007829,90.3521
1985.0,0.044152,0.035763,0.008389,0.008041,90.3333
1984.0,0.043916,0.035784,0.008132,0.007719,90.3825
1983.0,0.043003,0.035805,0.007198,0.007695,90.5725
1982.0,0.04215,0.035826,0.006324,0.007289,90.7508
1981.0,0.043646,0.035847,0.007799,0.007342,90.4386
1980.0,0.043596,0.035867,0.007729,0.007239,90.449
1979.0,0.04285,0.035888,0.006962,0.00731,90.6045
1978.0,0.043197,0.035909,0.007288,0.007673,90.5321
1977.0,0.044608,0.035929,0.008679,0.007716,90.2385
1976.0,0.042467,0.03595,0.006517,0.007517,90.6845
1975.0,0.044029,0.03597,0.008059,0.007394,90.3588
1974.0,0.044094,0.03599,0.008104,0.007389,90.3454
1973.0,0.042186,0.03601,0.006176,0.007334,90.7431
1972.0,0.043061,0.03603,0.007031,0.006984,90.5606
1971.0,0.043092,0.03605,0.007042,0.007184,90.5541
1970.0,0.04374,0.03607,0.00767,0.006984,90.4191
1969.0,0.043241,0.03609,0.007151,0.007039,90.523
1968.0,0.042247,0.03611,0.006137,0.007123,90.7303
1967.0,0.044427,0.036129,0.008298,0.007239,90.2762
1966.0,0.042764,0.036149,0.006615,0.007626,90.6224
1965.0,0.043566,0.036168,0.007398,0.007274,90.4552
1964.0,0.043572,0.036187,0.007385,0.007245,90.4541
1963.0,0.045002,0.036206,0.008796,0.007484,90.1566
1962.0,0.043446,0.036226,0.00722,0.006788,90.4802
1961.0,0.040432,0.036245,0.004187,0.007252,91.1105
1960.0,0.044794,0.036263,0.008531,0.00717,90.1998
1959.0,0.044277,0.036282,0.007995,0.007315,90.3074
1958.0,0.041592,0.036301,0.005291,0.007465,90.8673
1957.0,0.047575,0.03632,0.011255,0.008434,89.6241
1956.0,0.042749,0.036338,0.006411,0.008418,90.6257
1955.0,0.044962,0.036356,0.008606,0.007469,90.165
1954.0,0.044447,0.036375,0.008072,0.007193,90.272
1953.0,0.044729,0.036393,0.008336,0.007172,90.2133
1952.0,0.039054,0.036411,0.002643,0.006467,91.3999
1951.0,0.042484,0.036429,0.006055,0.006608,90.6809
1950.0,0.044739,0.036447,0.008292,0.006096,90.2113
1949.0,0.044147,0.036465,0.007682,0.006313,90.3344
1948.0,0.042135,0.036482,0.005653,0.00637,90.7539
1947.0,0.042577,0.0365,0.006077,0.007183,90.6614
1946.0,0.042993,0.036517,0.006476,0.007239,90.5746
1945.0,0.044997,0.036535,0.008462,0.007353,90.1578
1944.0,0.043375,0.036552,0.006823,0.008078,90.4952
1943.0,0.046822,0.036569,0.010253,0.008582,89.7796
1942.0,0.045158,0.036586,0.008572,0.008277,90.1243
1941.0,0.044264,0.036603,0.007661,0.007791,90.31
1940.0,0.045178,0.03662,0.008558,0.007701,90.1202
1939.0,0.042406,0.036637,0.005769,0.007721,90.6971
1938.0,0.042231,0.036654,0.005577,0.007008,90.7339
1937.0,0.044828,0.03667,0.008158,0.006761,90.1928
1936.0,0.046294,0.036687,0.009607,0.006731,89.8889
1935.0,0.042693,0.036703,0.00599,0.007045,90.6373
1934.0,0.041726,0.036719,0.005007,0.007737,90.8394
1933.0,0.044143,0.036736,0.007407,0.007984,90.3352
1932.0,0.046089,0.036752,0.009337,0.007697,89.9312
1931.0,0.046518,0.036768,0.00975,0.008389,89.8426
1930.0,0.04512,0.036784,0.008336,0.008405,90.1322
1929.0,0.044145,0.036799,0.007346,0.007837,90.3349
1928.0,0.043854,0.036815,0.007039,0.007311,90.3953
1927.0,0.046103,0.03683,0.009273,0.007437,89.9284
1926.0,0.03943,0.036846,0.002584,0.007324,91.3208
1925.0,0.044881,0.036861,0.00802,0.007403,90.1819
1924.0,0.047405,0.036876,0.010529,0.007385,89.6591
1923.0,0.046153,0.036892,0.009261,0.007753,89.9181
1922.0,0.041589,0.036907,0.004682,0.007712,90.868
1921.0,0.043853,0.036921,0.006932,0.007678,90.3956
1920.0,0.044226,0.036936,0.00729,0.006218,90.3179
1919.0,0.045263,0.036951,0.008312,0.005709,90.1026
1918.0,0.041041,0.036965,0.004076,0.005782,90.9828
1917.0,0.040947,0.03698,0.003967,0.006193,91.0025
1916.0,0.042513,0.036994,0.005519,0.005996,90.6749
1915.0,0.045445,0.037009,0.008436,0.006045,90.0649
1914.0,0.043317,0.037023,0.006294,0.005883,90.5071
1913.0,0.043675,0.037037,0.006638,0.00642,90.4327
1912.0,0.042854,0.037051,0.005803,0.006499,90.6038
1911.0,0.042688,0.037064,0.005624,0.006464,90.6383
1910.0,0.042052,0.037078,0.004974,0.005943,90.7711
1909.0,0.045097,0.037092,0.008005,0.006238,90.1369
1908.0,0.043926,0.037105,0.006821,0.006297,90.3804
1907.0,0.043439,0.037119,0.00632,0.006383,90.4818
1906.0,0.041413,0.037132,0.004281,0.006051,90.9049
1905.0,0.044658,0.037145,0.007513,0.006109,90.228
1904.0,0.042597,0.037158,0.005439,0.005307,90.6574
1903.0,0.042387,0.037171,0.005216,0.005773,90.7012
1902.0,0.042021,0.037184,0.004837,0.005645,90.7776
1901.0,0.04443,0.037197,0.007233,0.005634,90.2756
1900.0,0.040862,0.037209,0.003653,0.005366,91.0202
1899.0,0.045776,0.037222,0.008554,0.005325,89.9961
1898.0,0.040165,0.037234,0.002931,0.005794,91.1665
1897.0,0.043534,0.037246,0.006288,0.006164,90.4619
1896.0,0.043603,0.037259,0.006344,0.006662,90.4475
1895.0,0.043573,0.037271,0.006302,0.007404,90.4538
1894.0,0.047362,0.037283,0.010079,0.006869,89.6682
1893.0,0.044341,0.037294,0.007047,0.007671,90.2941
1892.0,0.045027,0.037306,0.007721,0.006769,90.1515
1891.0,0.042604,0.037318,0.005286,0.006533,90.6559
1890.0,0.041383,0.037329,0.004054,0.006188,90.9112
1889.0,0.045848,0.037341,0.008507,0.00595,89.9812
1888.0,0.04058,0.037352,0.003228,0.005997,91.0793
1887.0,0.045855,0.037363,0.008492,0.005965,89.9799
1886.0,0.043491,0.037374,0.006117,0.005715,90.4709
1885.0,0.043575,0.037385,0.00619,0.005754,90.4533
1884.0,0.041067,0.037396,0.003671,0.005445,90.9773
1883.0,0.04291,0.037407,0.005503,0.005538,90.592
1882.0,0.04172,0.037417,0.004303,0.005425,90.8406
1881.0,0.045852,0.037428,0.008424,0.006105,89.9805
1880.0,0.043219,0.037438,0.005781,0.006546,90.5277
1879.0,0.04331,0.037448,0.005862,0.007156,90.5086
1878.0,0.046589,0.037458,0.009131,0.006993,89.8279
1877.0,0.044123,0.037468,0.006655,0.00698,90.3393
1876.0,0.04361,0.037478,0.006132,0.006448,90.4462
1875.0,0.043973,0.037488,0.006485,0.006354,90.3706
1874.0,0.042489,0.037498,0.004991,0.005627,90.6799
1873.0,0.043833,0.037507,0.006326,0.005596,90.3997
1872.0,0.042619,0.037517,0.005102,0.00567,90.6527
1871.0,0.042765,0.037526,0.005239,0.005813,90.6223
1870.0,0.043069,0.037535,0.005534,0.00604,90.5589
1869.0,0.046596,0.037544,0.009052,0.006085,89.8265
1868.0,0.041582,0.037553,0.004029,0.006131,90.8694
1867.0,0.044643,0.037562,0.007081,0.006467,90.2312
1866.0,0.043831,0.037571,0.00626,0.006677,90.4001
1865.0,0.04284,0.037579,0.005261,0.006162,90.6067
1864.0,0.045171,0.037588,0.007583,0.005963,90.1216
1863.0,0.044425,0.037596,0.006829,0.006485,90.2766
1862.0,0.043428,0.037604,0.005824,0.006334,90.484
1861.0,0.041583,0.037613,0.00397,0.006151,90.8692
1860.0,0.045919,0.037621,0.008298,0.006077,89.9666
1859.0,0.044221,0.037628,0.006593,0.006165,90.319
1858.0,0.043404,0.037636,0.005768,0.00655,90.489
1857.0,0.042613,0.037644,0.004969,0.006917,90.6539
1856.0,0.045459,0.037651,0.007808,0.006606,90.0618
1855.0,0.045627,0.037659,0.007968,0.005701,90.027
1854.0,0.043233,0.037666,0.005567,0.005763,90.5247
1853.0,0.042335,0.037673,0.004662,0.005178,90.712
1852.0,0.0404,0.03768,0.00272,0.005104,91.1171
1851.0,0.042719,0.037687,0.005032,0.004513,90.632
1850.0,0.044108,0.037694,0.006414,0.004786,90.3425
1849.0,0.041112,0.037701,0.003411,0.005285,90.9678
1848.0,0.045489,0.037707,0.007782,0.005362,90.0556
1847.0,0.042037,0.037714,0.004323,0.005642,90.7743
1846.0,0.044742,0.03772,0.007022,0.006084,90.2108
1845.0,0.042541,0.037726,0.004815,0.006196,90.669
1844.0,0.042952,0.037733,0.005219,0.006168,90.5833
1843.0,0.046239,0.037738,0.008501,0.006234,89.9003
1842.0,0.046388,0.037744,0.008644,0.007768,89.8694
1841.0,0.042139,0.03775,0.004389,0.007528,90.753
1840.0,0.044577,0.037756,0.006821,0.007525,90.245
1839.0,0.04914,0.037761,0.011379,0.007766,89.3018
1838.0,0.047544,0.037767,0.009777,0.007683,89.6305
1837.0,0.039396,0.037772,0.001624,0.007658,91.328
1836.0,0.046019,0.037777,0.008242,0.007582,89.9458
1835.0,0.047999,0.037782,0.010217,0.006896,89.5366
1834.0,0.043727,0.037787,0.00594,0.00597,90.4218
1833.0,0.042612,0.037792,0.00482,0.005901,90.6543
1832.0,0.043242,0.037796,0.005446,0.006577,90.5228
1831.0,0.044061,0.037801,0.00626,0.005875,90.3523
1830.0,0.042531,0.037805,0.004726,0.005365,90.6711
1829.0,0.044558,0.037809,0.006749,0.005733,90.249
1828.0,0.045731,0.037813,0.007918,0.005916,90.0055
1827.0,0.042358,0.037817,0.004541,0.006059,90.7072
1826.0,0.041579,0.037821,0.003758,0.005822,90.8701
1825.0,0.045197,0.037825,0.007372,0.00607,90.1163
1824.0,0.044752,0.037829,0.006923,0.006086,90.2087
1823.0,0.044443,0.037832,0.006611,0.006693,90.2729
1822.0,0.043177,0.037836,0.005341,0.007173,90.5363
1821.0,0.04657,0.037839,0.008731,0.007092,89.8317
1820.0,0.045378,0.037842,0.007536,0.007211,90.0787
1819.0,0.045833,0.037845,0.007988,0.007481,89.9843
1818.0,0.042933,0.037848,0.005085,0.007487,90.5873
1817.0,0.045535,0.037851,0.007684,0.007358,90.0461
1816.0,0.047633,0.037853,0.00978,0.007096,89.6122
1815.0,0.043821,0.037856,0.005965,0.007202,90.4023
1814.0,0.044068,0.037858,0.00621,0.007333,90.3509
1813.0,0.045214,0.03786,0.007354,0.007401,90.1127
1812.0,0.046089,0.037863,0.008226,0.007311,89.9313
1811.0,0.044934,0.037865,0.007069,0.007126,90.1708
1810.0,0.045416,0.037866,0.00755,0.007444,90.0708
1809.0,0.044627,0.037868,0.006759,0.007586,90.2346
1808.0,0.046226,0.03787,0.008356,0.00718,89.9029
1807.0,0.043512,0.037871,0.005641,0.006878,90.4665
1806.0,0.04522,0.037873,0.007347,0.006525,90.1114
1805.0,0.045189,0.037874,0.007315,0.006228,90.118
1804.0,0.042153,0.037875,0.004278,0.006139,90.75
1803.0,0.043806,0.037876,0.00593,0.00553,90.4053
1802.0,0.042958,0.037877,0.005081,0.005597,90.582
1801.0,0.044329,0.037878,0.006451,0.005179,90.2965
1800.0,0.04322,0.037878,0.005342,0.005185,90.5273
1799.0,0.041471,0.037879,0.003592,0.005096,90.8926
1798.0,0.044329,0.037879,0.00645,0.005228,90.2965
1797.0,0.042215,0.037879,0.004336,0.005147,90.7371
1796.0,0.043359,0.037879,0.00548,0.005178,90.4984
1795.0,0.042509,0.037879,0.00463,0.005307,90.6756
1794.0,0.04549,0.037879,0.007611,0.005554,90.0554
1793.0,0.04155,0.037879,0.003671,0.005612,90.8761
1792.0,0.04414,0.037878,0.006262,0.00571,90.3358
1791.0,0.042913,0.037878,0.005035,0.005327,90.5914
1790.0,0.04432,0.037877,0.006443,0.00533,90.2985
1789.0,0.043467,0.037876,0.005591,0.005309,90.4758
1788.0,0.041575,0.037875,0.0037,0.005707,90.871
1787.0,0.043016,0.037874,0.005142,0.00548,90.57
1786.0,0.045026,0.037873,0.007153,0.005323,90.1518
1785.0,0.043996,0.037872,0.006124,0.005603,90.3658
1784.0,0.042827,0.03787,0.004957,0.005987,90.6094
1783.0,0.042875,0.037869,0.005006,0.00563,90.5993
1782.0,0.043234,0.037867,0.005367,0.005163,90.5244
1781.0,0.045863,0.037865,0.007998,0.005365,89.9781
1780.0,0.041981,0.037863,0.004118,0.006004,90.786
1779.0,0.041158,0.037861,0.003297,0.006674,90.9582
1778.0,0.046482,0.037859,0.008623,0.006951,89.8501
1777.0,0.04765,0.037856,0.009794,0.00707,89.6086
1776.0,0.045161,0.037854,0.007307,0.007117,90.1238
1775.0,0.044687,0.037851,0.006836,0.007779,90.2222
1774.0,0.043795,0.037849,0.005946,0.007432,90.4077
1773.0,0.044729,0.037846,0.006883,0.006619,90.2133
1772.0,0.045053,0.037843,0.00721,0.006355,90.1462
1771.0,0.045097,0.037839,0.007258,0.006612,90.1369
1770.0,0.042795,0.037836,0.004959,0.006549,90.616
1769.0,0.044749,0.037833,0.006916,0.006174,90.2092
1768.0,0.044232,0.037829,0.006403,0.006113,90.3166
1767.0,0.044254,0.037825,0.006429,0.00587,90.312
1766.0,0.042922,0.037822,0.0051,0.006387,90.5895
1765.0,0.043391,0.037818,0.005573,0.006631,90.4918
1764.0,0.046299,0.037814,0.008485,0.006582,89.8878
1763.0,0.043935,0.037809,0.006126,0.006982,90.3785
1762.0,0.047097,0.037805,0.009292,0.007607,89.7228
1761.0,0.043081,0.037801,0.00528,0.007605,90.5564
1760.0,0.045584,0.037796,0.007788,0.007335,90.0359
1759.0,0.046163,0.037791,0.008372,0.006396,89.9161
1758.0,0.045061,0.037786,0.007275,0.006799,90.1445
1757.0,0.041615,0.037781,0.003834,0.00651,90.8626
1756.0,0.044354,0.037776,0.006578,0.006929,90.2914
1755.0,0.043587,0.037771,0.005816,0.006832,90.4509
1754.0,0.048759,0.037765,0.010994,0.006987,89.38
1753.0,0.04325,0.03776,0.00549,0.007124,90.5211
1752.0,0.045527,0.037754,0.007773,0.007029,90.0477
1751.0,0.044523,0.037748,0.006775,0.006977,90.2561
1750.0,0.043968,0.037742,0.006226,0.007312,90.3715
1749.0,0.043506,0.037736,0.00577,0.006942,90.4679
1748.0,0.045107,0.03773,0.007377,0.00785,90.1349
1747.0,0.048617,0.037724,0.010893,0.007533,89.4093
1746.0,0.045621,0.037717,0.007904,0.007472,90.0282
1745.0,0.043205,0.037711,0.005494,0.00717,90.5306
1744.0,0.045764,0.037704,0.00806,0.006824,89.9987
1743.0,0.041809,0.037697,0.004112,0.006475,90.8221
