# PROCESSED SYNTHETIC DATASET -- ALS background subtracted, Savitzky-Golay smoothed
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
two_theta_deg,intensity_raw_counts,background_counts,intensity_bg_subtracted_counts,intensity_smoothed_counts
47.5,157.0,141.19,15.81,29.83
47.52,164.0,141.15,22.85,29.35
47.54,163.0,141.11,21.89,28.6
47.56,158.0,141.07,16.93,27.04
47.58,170.0,141.03,28.97,28.66
47.6,181.0,141.0,40.0,29.71
47.62,190.0,140.96,49.04,29.55
47.64,180.0,140.92,39.08,30.98
47.66,177.0,140.88,36.12,30.89
47.68,163.0,140.84,22.16,31.93
47.7,190.0,140.81,49.19,32.22
47.72,155.0,140.77,14.23,31.03
47.74,158.0,140.73,17.27,31.63
47.76,174.0,140.69,33.31,30.6
47.78,171.0,140.66,30.34,30.2
47.8,173.0,140.62,32.38,28.19
47.82,169.0,140.58,28.42,27.53
47.84,170.0,140.55,29.45,26.78
47.86,175.0,140.51,34.49,27.91
47.88,161.0,140.48,20.52,28.29
47.9,170.0,140.44,29.56,29.42
47.92,150.0,140.4,9.6,28.94
47.94,176.0,140.37,35.63,29.02
47.96,185.0,140.33,44.67,31.18
47.98,163.0,140.3,22.7,31.76
48.0,175.0,140.26,34.74,32.16
48.02,168.0,140.23,27.77,32.66
48.04,195.0,140.2,54.8,33.8
48.06,167.0,140.16,26.84,34.78
48.08,177.0,140.13,36.87,35.8
48.1,156.0,140.09,15.91,35.9
48.12,182.0,140.06,41.94,36.43
48.14,166.0,140.03,25.97,36.49
48.16,197.0,139.99,57.01,35.85
48.18,180.0,139.96,40.04,34.31
48.2,177.0,139.93,37.07,32.78
48.22,169.0,139.89,29.11,33.24
48.24,167.0,139.86,27.14,31.66
48.26,179.0,139.83,39.17,30.84
48.28,165.0,139.8,25.2,28.87
48.3,167.0,139.77,27.23,28.81
48.32,158.0,139.73,18.27,27.77
48.34,170.0,139.7,30.3,27.72
48.36,167.0,139.67,27.33,24.82
48.38,155.0,139.64,15.36,24.23
48.4,170.0,139.61,30.39,22.84
48.42,157.0,139.58,17.42,24.02
48.44,178.0,139.55,38.45,25.49
48.46,156.0,139.52,16.48,26.37
48.48,165.0,139.49,25.51,26.02
48.5,161.0,139.46,21.54,28.07
48.52,172.0,139.43,32.57,29.02
48.54,173.0,139.4,33.6,29.93
48.56,166.0,139.37,26.63,30.89
48.58,158.0,139.34,18.66,29.54
48.6,184.0,139.31,44.69,30.19
48.62,176.0,139.28,36.72,30.11
48.64,178.0,139.25,38.75,29.51
48.66,174.0,139.22,34.78,30.94
48.68,159.0,139.19,19.81,31.47
48.7,168.0,139.16,28.84,31.62
48.72,186.0,139.13,46.87,30.2
48.74,143.0,139.11,3.89,29.41
48.76,171.0,139.08,31.92,27.3
48.78,159.0,139.05,19.95,25.76
48.8,156.0,139.02,16.98,26.17
48.82,185.0,138.99,46.01,26.06
48.84,166.0,138.97,27.03,26.3
48.86,177.0,138.94,38.06,26.57
48.88,174.0,138.91,35.09,26.91
48.9,151.0,138.89,12.11,27.53
48.92,143.0,138.86,4.14,29.13
48.94,165.0,138.83,26.17,28.85
48.96,169.0,138.81,30.19,29.42
48.98,165.0,138.78,26.22,32.0
49.0,184.0,138.75,45.25,29.23
49.02,193.0,138.73,54.27,28.61
49.04,168.0,138.7,29.3,28.84
49.06,170.0,138.68,31.32,28.3
49.08,150.0,138.65,11.35,29.74
49.1,174.0,138.62,35.38,29.48
49.12,171.0,138.6,32.4,30.59
49.14,174.0,138.57,35.43,33.52
49.16,156.0,138.55,17.45,33.52
49.18,170.0,138.52,31.48,32.12
49.2,163.0,138.5,24.5,32.08
49.22,147.0,138.48,8.52,31.85
49.24,193.0,138.45,54.55,32.46
49.26,191.0,138.43,52.57,34.18
49.28,168.0,138.4,29.6,36.19
49.3,174.0,138.38,35.62,35.07
49.32,172.0,138.35,33.65,34.57
49.34,188.0,138.33,49.67,32.89
49.36,183.0,138.31,44.69,33.58
49.38,151.0,138.28,12.72,35.17
49.4,170.0,138.26,31.74,35.4
49.42,177.0,138.24,38.76,34.0
49.44,171.0,138.21,32.79,32.5
49.46,177.0,138.19,38.81,31.17
49.48,155.0,138.17,16.83,28.56
49.5,149.0,138.15,10.85,27.98
49.52,153.0,138.12,14.88,27.38
49.54,184.0,138.1,45.9,25.83
49.56,181.0,138.08,42.92,25.61
49.58,181.0,138.06,42.94,24.41
49.6,163.0,138.04,24.96,24.6
49.62,137.0,138.02,-1.02,24.88
49.64,156.0,137.99,18.01,24.1
49.66,159.0,137.97,21.03,23.51
49.68,171.0,137.95,33.05,24.61
49.7,159.0,137.93,21.07,24.54
49.72,154.0,137.91,16.09,25.38
49.74,163.0,137.89,25.11,25.6
49.76,171.0,137.87,33.13,24.82
49.78,170.0,137.85,32.15,25.11
49.8,154.0,137.83,16.17,27.55
49.82,169.0,137.81,31.19,27.69
49.84,169.0,137.79,31.21,29.68
49.86,173.0,137.77,35.23,29.88
49.88,160.0,137.75,22.25,29.4
49.9,175.0,137.73,37.27,29.29
49.92,158.0,137.71,20.29,28.62
49.94,176.0,137.69,38.31,29.0
49.96,175.0,137.67,37.33,30.02
49.98,166.0,137.65,28.35,29.08
50.0,173.0,137.63,35.37,29.17
50.02,152.0,137.61,14.39,30.58
50.04,141.0,137.59,3.41,29.75
50.06,182.0,137.57,44.43,28.95
50.08,161.0,137.55,23.45,28.39
50.1,178.0,137.54,40.46,28.26
50.12,161.0,137.52,23.48,27.99
50.14,165.0,137.5,27.5,25.97
50.16,176.0,137.48,38.52,25.34
50.18,174.0,137.46,36.54,24.07
50.2,149.0,137.44,11.56,23.68
50.22,170.0,137.43,32.57,23.38
50.24,158.0,137.41,20.59,23.11
50.26,133.0,137.39,-4.39,23.39
50.28,171.0,137.37,33.63,21.98
50.3,152.0,137.36,14.64,18.0
50.32,158.0,137.34,20.66,18.82
50.34,148.0,137.32,10.68,18.44
50.36,152.0,137.31,14.69,20.13
50.38,168.0,137.29,30.71,20.12
50.4,163.0,137.27,25.73,20.86
50.42,157.0,137.26,19.74,23.64
50.44,161.0,137.24,23.76,26.84
50.46,164.0,137.22,26.78,27.68
50.48,158.0,137.21,20.79,29.26
50.5,158.0,137.19,20.81,30.65
50.52,166.0,137.17,28.83,29.75
50.54,200.0,137.16,62.84,32.13
50.56,170.0,137.14,32.86,32.65
50.58,176.0,137.13,38.87,33.69
50.6,164.0,137.11,26.89,35.03
50.62,181.0,137.1,43.9,35.62
50.64,179.0,137.08,41.92,35.86
50.66,161.0,137.06,23.94,36.07
50.68,154.0,137.05,16.95,35.08
50.7,166.0,137.03,28.97,34.63
50.72,176.0,137.02,38.98,34.34
50.74,171.0,137.0,34.0,33.53
50.76,187.0,136.99,50.01,31.52
50.78,166.0,136.97,29.03,31.07
50.8,178.0,136.96,41.04,31.02
50.82,174.0,136.95,37.05,31.14
50.84,151.0,136.93,14.07,31.06
50.86,154.0,136.92,17.08,28.65
50.88,170.0,136.9,33.1,29.73
50.9,164.0,136.89,27.11,30.35
50.92,175.0,136.87,38.13,30.62
50.94,167.0,136.86,30.14,29.87
50.96,163.0,136.85,26.15,27.81
50.98,159.0,136.83,22.17,27.47
51.0,173.0,136.82,36.18,26.83
51.02,149.0,136.81,12.19,26.54
51.04,180.0,136.79,43.21,25.71
51.06,153.0,136.78,16.22,25.08
51.08,160.0,136.77,23.23,24.37
51.1,191.0,136.75,54.25,22.86
51.12,154.0,136.74,17.26,23.02
51.14,161.0,136.73,24.27,24.26
51.16,145.0,136.71,8.29,23.38
51.18,143.0,136.7,6.3,24.27
51.2,171.0,136.69,34.31,25.4
51.22,154.0,136.67,17.33,26.76
51.24,153.0,136.66,16.34,26.01
51.26,168.0,136.65,31.35,27.86
51.28,162.0,136.64,25.36,29.62
51.3,177.0,136.62,40.38,31.38
51.32,187.0,136.61,50.39,31.79
51.34,186.0,136.6,49.4,32.81
51.36,160.0,136.59,23.41,34.38
51.38,154.0,136.57,17.43,34.92
51.4,186.0,136.56,49.44,35.7
51.42,176.0,136.55,39.45,37.53
51.44,169.0,136.54,32.46,37.88
51.46,161.0,136.53,24.47,38.16
51.48,195.0,136.51,58.49,36.99
51.5,173.0,136.5,36.5,35.31
51.52,145.0,136.49,8.51,32.9
51.54,172.0,136.48,35.52,31.78
51.56,169.0,136.47,32.53,30.72
51.58,161.0,136.46,24.54,31.02
51.6,190.0,136.44,53.56,31.79
51.62,179.0,136.43,42.57,29.98
51.64,183.0,136.42,46.58,29.76
51.66,141.0,136.41,4.59,29.39
51.68,143.0,136.4,6.6,29.49
51.7,161.0,136.39,24.61,30.1
51.72,163.0,136.38,26.62,29.19
51.74,162.0,136.37,25.63,30.54
51.76,188.0,136.35,51.65,30.75
51.78,161.0,136.34,24.66,29.03
51.8,174.0,136.33,37.67,29.09
51.82,167.0,136.32,30.68,29.75
51.84,164.0,136.31,27.69,30.36
51.86,185.0,136.3,48.7,32.74
51.88,147.0,136.29,10.71,32.53
51.9,180.0,136.28,43.72,33.82
51.92,170.0,136.27,33.73,32.31
51.94,154.0,136.26,17.74,30.71
51.96,167.0,136.25,30.75,30.44
51.98,168.0,136.24,31.76,31.03
52.0,173.0,136.23,36.77,28.77
52.02,177.0,136.22,40.78,30.08
52.04,174.0,136.21,37.79,30.63
52.06,162.0,136.2,25.8,31.45
52.08,149.0,136.19,12.81,31.44
52.1,144.0,136.18,7.82,31.9
52.12,182.0,136.17,45.83,33.67
52.14,172.0,136.16,35.84,32.93
52.16,179.0,136.15,42.85,33.98
52.18,177.0,136.14,40.86,32.95
52.2,169.0,136.13,32.87,31.97
52.22,151.0,136.12,14.88,31.62
52.24,197.0,136.11,60.89,31.54
52.26,173.0,136.1,36.9,32.55
52.28,160.0,136.09,23.91,33.67
52.3,166.0,136.08,29.92,36.02
52.32,174.0,136.07,37.93,37.17
52.34,162.0,136.06,25.94,36.09
52.36,161.0,136.05,24.95,34.1
52.38,161.0,136.04,24.96,34.1
52.4,160.0,136.03,23.97,33.11
52.42,190.0,136.02,53.98,32.39
52.44,177.0,136.01,40.99,32.37
52.46,180.0,136.0,44.0,31.53
52.48,180.0,135.99,44.01,31.29
52.5,169.0,135.98,33.02,33.69
52.52,174.0,135.97,38.03,32.11
52.54,150.0,135.96,14.04,31.48
52.56,150.0,135.95,14.05,31.88
52.58,164.0,135.95,28.05,31.84
52.6,163.0,135.94,27.06,33.11
52.62,163.0,135.93,27.07,32.97
52.64,172.0,135.92,36.08,31.53
52.66,180.0,135.91,44.09,29.72
52.68,173.0,135.9,37.1,31.78
52.7,184.0,135.89,48.11,32.67
52.72,152.0,135.88,16.12,34.91
52.74,149.0,135.87,13.13,34.76
52.76,200.0,135.86,64.14,35.64
52.78,179.0,135.85,43.15,37.88
52.8,167.0,135.85,31.15,38.28
52.82,185.0,135.84,49.16,36.85
52.84,150.0,135.83,14.17,36.4
52.86,164.0,135.82,28.18,36.93
52.88,184.0,135.81,48.19,36.37
52.9,192.0,135.8,56.2,35.09
52.92,162.0,135.79,26.21,35.74
52.94,172.0,135.78,36.22,38.41
52.96,153.0,135.78,17.22,41.12
52.98,199.0,135.77,63.23,41.29
53.0,181.0,135.76,45.24,40.86
53.02,165.0,135.75,29.25,43.77
53.04,166.0,135.74,30.26,46.56
53.06,191.0,135.73,55.27,45.95
53.08,190.0,135.72,54.28,49.03
53.1,172.0,135.71,36.29,49.74
53.12,188.0,135.71,52.29,48.99
53.14,217.0,135.7,81.3,50.76
53.16,207.0,135.69,71.31,53.11
53.18,171.0,135.68,35.32,53.01
53.2,181.0,135.67,45.33,53.99
53.22,190.0,135.66,54.34,51.19
53.24,190.0,135.65,54.35,53.94
53.26,187.0,135.65,51.35,55.22
53.28,171.0,135.64,35.36,55.36
53.3,218.0,135.63,82.37,56.25
53.32,180.0,135.62,44.38,59.51
53.34,177.0,135.61,41.39,60.22
53.36,209.0,135.6,73.4,59.47
53.38,189.0,135.59,53.41,60.68
53.4,191.0,135.59,55.41,61.28
53.42,203.0,135.58,67.42,61.34
53.44,192.0,135.57,56.43,60.82
53.46,236.0,135.56,100.44,59.57
53.48,195.0,135.55,59.45,59.24
53.5,205.0,135.54,69.46,58.29
53.52,206.0,135.54,70.46,57.97
53.54,185.0,135.53,49.47,57.14
53.56,156.0,135.52,20.48,58.77
53.58,188.0,135.51,52.49,57.12
53.6,188.0,135.5,52.5,55.36
53.62,159.0,135.49,23.51,55.45
53.64,197.0,135.49,61.51,54.15
53.66,209.0,135.48,73.52,52.49
53.68,184.0,135.47,48.53,52.2
53.7,200.0,135.46,64.54,52.11
53.72,193.0,135.45,57.55,52.23
53.74,205.0,135.44,69.56,51.85
53.76,192.0,135.43,56.57,51.39
53.78,175.0,135.43,39.57,52.28
53.8,175.0,135.42,39.58,51.5
53.82,190.0,135.41,54.59,48.65
53.84,181.0,135.4,45.6,46.4
53.86,178.0,135.39,42.61,46.28
53.88,179.0,135.38,43.62,41.68
53.9,183.0,135.38,47.62,40.86
53.92,170.0,135.37,34.63,39.9
53.94,147.0,135.36,11.64,37.15
53.96,191.0,135.35,55.65,37.74
53.98,168.0,135.34,32.66,37.53
54.0,182.0,135.33,46.67,37.1
54.02,166.0,135.33,30.67,36.71
54.04,173.0,135.32,37.68,35.88
54.06,170.0,135.31,34.69,35.15
54.08,187.0,135.3,51.7,36.73
54.1,149.0,135.29,13.71,35.84
54.12,186.0,135.28,50.72,34.27
54.14,157.0,135.28,21.72,34.33
54.16,175.0,135.27,39.73,35.0
54.18,188.0,135.26,52.74,34.1
54.2,151.0,135.25,15.75,32.59
54.22,156.0,135.24,20.76,31.85
54.24,178.0,135.23,42.77,32.0
54.26,175.0,135.23,39.77,32.95
54.28,169.0,135.22,33.78,32.94
54.3,166.0,135.21,30.79,30.97
54.32,139.0,135.2,3.8,30.16
54.34,170.0,135.19,34.81,30.84
54.36,185.0,135.18,49.82,29.57
54.38,164.0,135.17,28.83,31.04
54.4,159.0,135.17,23.83,29.84
54.42,174.0,135.16,38.84,29.5
54.44,155.0,135.15,19.85,30.8
54.46,187.0,135.14,51.86,30.61
54.48,154.0,135.13,18.87,29.46
54.5,151.0,135.12,15.88,29.14
54.52,146.0,135.12,10.88,27.6
54.54,186.0,135.11,50.89,28.26
54.56,170.0,135.1,34.9,29.06
54.58,168.0,135.09,32.91,26.7
54.6,162.0,135.08,26.92,25.84
54.62,150.0,135.07,14.93,26.33
54.64,164.0,135.06,28.94,27.33
54.66,168.0,135.06,32.94,26.96
54.68,160.0,135.05,24.95,27.56
54.7,145.0,135.04,9.96,26.75
54.72,156.0,135.03,20.97,28.74
54.74,164.0,135.02,28.98,28.27
54.76,192.0,135.01,56.99,29.17
54.78,157.0,135.0,22.0,26.28
54.8,149.0,135.0,14.0,27.33
54.82,168.0,134.99,33.01,27.71
54.84,173.0,134.98,38.02,29.01
54.86,175.0,134.97,40.03,28.78
54.88,149.0,134.96,14.04,27.96
54.9,163.0,134.95,28.05,28.43
54.92,163.0,134.94,28.06,29.94
54.94,169.0,134.94,34.06,30.71
54.96,158.0,134.93,23.07,29.94
54.98,169.0,134.92,34.08,30.39
55.0,130.0,134.91,-4.91,29.5
55.02,186.0,134.9,51.1,31.23
55.04,167.0,134.89,32.11,30.91
55.06,170.0,134.88,35.12,28.45
55.08,155.0,134.87,20.13,29.16
55.1,176.0,134.87,41.13,27.6
55.12,176.0,134.86,41.14,28.3
55.14,169.0,134.85,34.15,27.3
55.16,156.0,134.84,21.16,27.27
55.18,157.0,134.83,22.17,26.99
55.2,161.0,134.82,26.18,27.64
55.22,141.0,134.81,6.19,26.88
55.24,165.0,134.8,30.2,28.55
55.26,154.0,134.79,19.21,25.89
55.28,154.0,134.79,19.21,26.0
55.3,179.0,134.78,44.22,26.65
55.32,143.0,134.77,8.23,27.41
55.34,190.0,134.76,55.24,27.53
55.36,165.0,134.75,30.25,30.08
55.38,168.0,134.74,33.26,31.15
55.4,164.0,134.73,29.27,30.77
55.42,169.0,134.72,34.28,33.11
55.44,161.0,134.71,26.29,33.92
55.46,175.0,134.7,40.3,33.51
55.48,144.0,134.7,9.3,32.61
55.5,175.0,134.69,40.31,32.22
55.52,185.0,134.68,50.32,31.87
55.54,166.0,134.67,31.33,31.76
55.56,170.0,134.66,35.34,32.53
55.58,166.0,134.65,31.35,30.63
55.6,143.0,134.64,8.36,32.63
55.62,169.0,134.63,34.37,32.91
55.64,197.0,134.62,62.38,33.54
55.66,140.0,134.61,5.39,31.57
55.68,157.0,134.6,22.4,31.63
55.7,181.0,134.59,46.41,32.69
55.72,167.0,134.58,32.42,34.05
55.74,181.0,134.57,46.43,32.5
55.76,170.0,134.56,35.44,32.93
55.78,160.0,134.56,25.44,34.26
55.8,169.0,134.55,34.45,34.65
55.82,177.0,134.54,42.46,36.15
55.84,159.0,134.53,24.47,38.67
55.86,164.0,134.52,29.48,35.88
55.88,159.0,134.51,24.49,37.13
55.9,203.0,134.5,68.5,39.64
55.92,184.0,134.49,49.51,38.56
55.94,159.0,134.48,24.52,38.3
55.96,165.0,134.47,30.53,39.27
55.98,180.0,134.46,45.54,39.62
56.0,178.0,134.45,43.55,40.6
56.02,181.0,134.44,46.56,43.58
56.04,185.0,134.43,50.57,44.09
56.06,173.0,134.42,38.58,43.35
56.08,147.0,134.41,12.59,44.66
56.1,208.0,134.4,73.6,43.81
56.12,167.0,134.39,32.61,42.69
56.14,179.0,134.38,44.62,41.55
56.16,183.0,134.37,48.63,43.32
56.18,180.0,134.36,45.64,43.83
56.2,185.0,134.35,50.65,43.4
56.22,185.0,134.34,50.66,44.44
56.24,194.0,134.33,59.67,44.0
56.26,148.0,134.32,13.68,46.15
56.28,168.0,134.31,33.69,47.49
56.3,196.0,134.29,61.71,49.97
56.32,172.0,134.28,37.72,52.36
56.34,188.0,134.27,53.73,52.13
56.36,197.0,134.26,62.74,56.05
56.38,192.0,134.25,57.75,59.14
56.4,194.0,134.24,59.76,61.08
56.42,210.0,134.23,75.77,63.97
56.44,208.0,134.22,73.78,67.65
56.46,188.0,134.21,53.79,71.56
56.48,234.0,134.2,99.8,76.53
56.5,199.0,134.19,64.81,79.83
56.52,222.0,134.18,87.82,81.93
56.54,218.0,134.16,83.84,85.01
56.56,214.0,134.15,79.85,89.76
56.58,231.0,134.14,96.86,92.11
56.6,232.0,134.13,97.87,93.9
56.62,212.0,134.12,77.88,95.65
56.64,246.0,134.11,111.89,98.81
56.66,245.0,134.1,110.9,100.98
56.68,236.0,134.09,101.91,104.67
56.7,242.0,134.07,107.93,106.57
56.72,227.0,134.06,92.94,108.74
56.74,272.0,134.05,137.95,113.97
56.76,249.0,134.04,114.96,115.3
56.78,242.0,134.03,107.97,119.26
56.8,236.0,134.02,101.98,121.83
56.82,245.0,134.0,111.0,122.14
56.84,266.0,133.99,132.01,124.15
56.86,281.0,133.98,147.02,127.37
56.88,254.0,133.97,120.03,126.81
56.9,268.0,133.96,134.04,127.89
56.92,257.0,133.95,123.05,128.32
56.94,287.0,133.93,153.07,128.25
56.96,259.0,133.92,125.08,128.17
56.98,246.0,133.91,112.09,126.98
57.0,270.0,133.9,136.1,124.76
57.02,239.0,133.88,105.12,121.11
57.04,245.0,133.87,111.13,117.64
57.06,269.0,133.86,135.14,111.44
57.08,251.0,133.85,117.15,106.08
57.1,218.0,133.83,84.17,101.11
57.12,240.0,133.82,106.18,97.98
57.14,232.0,133.81,98.19,94.65
57.16,232.0,133.8,98.2,91.0
57.18,217.0,133.78,83.22,88.7
57.2,203.0,133.77,69.23,85.61
57.22,178.0,133.76,44.24,83.41
57.24,223.0,133.75,89.25,78.87
57.26,221.0,133.73,87.27,78.47
57.28,199.0,133.72,65.28,75.5
57.3,225.0,133.71,91.29,74.99
57.32,211.0,133.69,77.31,73.97
57.34,223.0,133.68,89.32,73.36
57.36,214.0,133.67,80.33,70.28
57.38,190.0,133.65,56.35,69.29
57.4,207.0,133.64,73.36,66.69
57.42,170.0,133.63,36.37,64.46
57.44,218.0,133.61,84.39,63.21
57.46,186.0,133.6,52.4,60.12
57.48,216.0,133.59,82.41,56.35
57.5,178.0,133.57,44.43,54.85
57.52,192.0,133.56,58.44,52.33
57.54,152.0,133.55,18.45,48.3
57.56,186.0,133.53,52.47,47.44
57.58,171.0,133.52,37.48,45.64
57.6,179.0,133.51,45.49,44.67
57.62,165.0,133.49,31.51,42.99
57.64,189.0,133.48,55.52,40.84
57.66,194.0,133.46,60.54,40.14
57.68,168.0,133.45,34.55,37.24
57.7,183.0,133.44,49.56,36.22
57.72,159.0,133.42,25.58,35.56
57.74,156.0,133.41,22.59,37.35
57.76,173.0,133.39,39.61,36.96
57.78,180.0,133.38,46.62,38.13
57.8,156.0,133.37,22.63,36.42
57.82,160.0,133.35,26.65,36.08
57.84,164.0,133.34,30.66,34.11
57.86,178.0,133.32,44.68,34.12
57.88,169.0,133.31,35.69,32.31
57.9,166.0,133.29,32.71,32.66
57.92,166.0,133.28,32.72,33.79
57.94,191.0,133.27,57.73,33.11
57.96,165.0,133.25,31.75,34.09
57.98,161.0,133.24,27.76,33.27
58.0,165.0,133.22,31.78,32.71
58.02,154.0,133.21,20.79,33.19
58.04,156.0,133.19,22.81,32.59
58.06,163.0,133.18,29.82,31.57
58.08,179.0,133.16,45.84,32.19
58.1,156.0,133.15,22.85,30.69
58.12,171.0,133.13,37.87,31.57
58.14,162.0,133.12,28.88,29.8
58.16,161.0,133.1,27.9,29.91
58.18,170.0,133.09,36.91,28.37
58.2,161.0,133.07,27.93,29.92
58.22,168.0,133.06,34.94,29.14
58.24,156.0,133.04,22.96,29.5
58.26,150.0,133.03,16.97,28.15
58.28,179.0,133.01,45.99,25.54
58.3,166.0,133.0,33.0,24.64
58.32,134.0,132.98,1.02,22.9
58.34,166.0,132.97,33.03,23.38
58.36,139.0,132.95,6.05,23.36
58.38,175.0,132.94,42.06,22.11
58.4,141.0,132.92,8.08,22.01
58.42,166.0,132.9,33.1,21.16
58.44,144.0,132.89,11.11,22.29
58.46,160.0,132.87,27.13,21.5
58.48,132.0,132.86,-0.86,22.52
58.5,162.0,132.84,29.16,22.76
58.52,176.0,132.83,43.17,22.53
58.54,149.0,132.81,16.19,24.06
58.56,170.0,132.8,37.2,24.82
58.58,155.0,132.78,22.22,25.46
58.6,139.0,132.76,6.24,28.06
58.62,176.0,132.75,43.25,27.42
58.64,154.0,132.73,21.27,28.8
58.66,168.0,132.72,35.28,28.4
58.68,147.0,132.7,14.3,28.32
58.7,174.0,132.68,41.32,28.17
58.72,157.0,132.67,24.33,28.02
58.74,160.0,132.65,27.35,25.22
58.76,161.0,132.64,28.36,25.29
58.78,166.0,132.62,33.38,24.26
58.8,177.0,132.6,44.4,23.36
58.82,145.0,132.59,12.41,24.19
58.84,134.0,132.57,1.43,23.92
58.86,153.0,132.55,20.45,21.79
58.88,154.0,132.54,21.46,21.63
58.9,147.0,132.52,14.48,20.79
58.92,165.0,132.51,32.49,21.73
58.94,142.0,132.49,9.51,20.3
58.96,152.0,132.47,19.53,21.71
58.98,165.0,132.46,32.54,21.53
59.0,141.0,132.44,8.56,21.51
59.02,179.0,132.42,46.58,20.7
59.04,156.0,132.41,23.59,22.25
59.06,147.0,132.39,14.61,24.42
59.08,149.0,132.37,16.63,24.83
59.1,159.0,132.36,26.64,24.24
59.12,166.0,132.34,33.66,23.86
59.14,161.0,132.32,28.68,24.19
59.16,146.0,132.31,13.69,25.45
59.18,164.0,132.29,31.71,27.23
59.2,145.0,132.27,12.73,26.17
59.22,156.0,132.26,23.74,26.95
59.24,158.0,132.24,25.76,27.11
59.26,179.0,132.22,46.78,26.66
59.28,152.0,132.21,19.79,28.88
59.3,159.0,132.19,26.81,28.69
59.32,160.0,132.17,27.83,27.56
59.34,161.0,132.16,28.84,26.74
59.36,176.0,132.14,43.86,27.1
59.38,170.0,132.12,37.88,27.26
59.4,144.0,132.1,11.9,26.53
59.42,148.0,132.09,15.91,27.08
59.44,171.0,132.07,38.93,27.97
59.46,146.0,132.05,13.95,27.49
59.48,169.0,132.04,36.96,29.33
59.5,154.0,132.02,21.98,30.7
59.52,145.0,132.0,13.0,32.46
59.54,164.0,131.99,32.01,32.31
59.56,172.0,131.97,40.03,32.0
59.58,169.0,131.95,37.05,31.61
59.6,159.0,131.93,27.07,30.76
59.62,173.0,131.92,41.08,31.52
59.64,193.0,131.9,61.1,32.37
59.66,160.0,131.88,28.12,33.26
59.68,171.0,131.87,39.13,32.76
59.7,176.0,131.85,44.15,33.45
59.72,142.0,131.83,10.17,32.59
59.74,141.0,131.81,9.19,32.44
59.76,152.0,131.8,20.2,30.78
59.78,155.0,131.78,23.22,27.6
59.8,161.0,131.76,29.24,26.31
59.82,163.0,131.74,31.26,25.88
59.84,174.0,131.73,42.27,24.05
59.86,169.0,131.71,37.29,21.86
59.88,169.0,131.69,37.31,21.24
59.9,137.0,131.67,5.33,22.77
59.92,151.0,131.66,19.34,21.71
59.94,149.0,131.64,17.36,22.8
59.96,143.0,131.62,11.38,23.99
59.98,147.0,131.6,15.4,25.24
60.0,154.0,131.59,22.41,22.95
60.02,166.0,131.57,34.43,23.29
60.04,151.0,131.55,19.45,23.82
60.06,143.0,131.53,11.47,24.46
60.08,166.0,131.52,34.48,24.5
60.1,167.0,131.5,35.5,23.99
60.12,160.0,131.48,28.52,25.81
60.14,154.0,131.46,22.54,27.34
60.16,174.0,131.45,42.55,26.65
60.18,156.0,131.43,24.57,27.22
60.2,168.0,131.41,36.59,27.64
60.22,127.0,131.39,-4.39,27.42
60.24,183.0,131.38,51.62,26.61
60.26,150.0,131.36,18.64,26.77
60.28,144.0,131.34,12.66,28.06
60.3,143.0,131.32,11.68,27.54
60.32,154.0,131.31,22.69,26.69
60.34,184.0,131.29,52.71,26.44
60.36,151.0,131.27,19.73,26.4
60.38,161.0,131.25,29.75,27.93
60.4,168.0,131.24,36.76,26.06
60.42,159.0,131.22,27.78,27.33
60.44,157.0,131.2,25.8,27.39
60.46,157.0,131.18,25.82,28.54
60.48,167.0,131.17,35.83,26.88
60.5,156.0,131.15,24.85,28.01
60.52,147.0,131.13,15.87,28.87
60.54,160.0,131.11,28.89,26.44
60.56,152.0,131.1,20.9,25.81
60.58,163.0,131.08,31.92,24.55
60.6,166.0,131.06,34.94,26.27
60.62,128.0,131.04,-3.04,25.88
60.64,180.0,131.02,48.98,25.25
60.66,154.0,131.01,22.99,25.83
60.68,158.0,130.99,27.01,27.45
60.7,153.0,130.97,22.03,29.54
60.72,159.0,130.95,28.05,28.96
60.74,166.0,130.94,35.06,30.12
60.76,139.0,130.92,8.08,30.5
60.78,185.0,130.9,54.1,31.41
60.8,152.0,130.88,21.12,31.7
60.82,170.0,130.87,39.13,29.72
60.84,156.0,130.85,25.15,28.85
60.86,161.0,130.83,30.17,29.39
60.88,178.0,130.81,47.19,27.41
60.9,173.0,130.79,42.21,28.41
60.92,149.0,130.78,18.22,27.8
60.94,128.0,130.76,-2.76,27.26
60.96,171.0,130.74,40.26,26.51
60.98,155.0,130.72,24.28,25.77
61.0,157.0,130.71,26.29,26.45
61.02,129.0,130.69,-1.69,22.88
61.04,144.0,130.67,13.33,23.26
61.06,173.0,130.65,42.35,23.18
61.08,171.0,130.64,40.36,24.84
61.1,155.0,130.62,24.38,25.29
61.12,157.0,130.6,26.4,25.21
61.14,154.0,130.58,23.42,27.44
61.16,157.0,130.56,26.44,30.44
61.18,159.0,130.55,28.45,31.53
61.2,156.0,130.53,25.47,29.27
61.22,161.0,130.51,30.49,30.75
61.24,144.0,130.49,13.51,31.41
61.26,188.0,130.47,57.53,32.69
61.28,180.0,130.46,49.54,32.14
61.3,163.0,130.44,32.56,31.14
61.32,152.0,130.42,21.58,32.58
