# PROCESSED SYNTHETIC DATASET -- Savitzky-Golay smoothed mass and DTG derivative
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
temperature_C,mass_percent_raw,mass_percent_smoothed,dtg_percent_per_C
752.5,95.1429,95.1434,5e-06
753.0,95.1446,95.1437,-0.0
753.5,95.1343,95.1435,-6e-06
754.0,95.1442,95.1434,1e-06
754.5,95.1493,95.1432,-1e-06
755.0,95.1385,95.1431,-5e-06
755.5,95.1453,95.1429,-0.0
756.0,95.1438,95.1428,4e-06
756.5,95.1509,95.1428,7e-06
757.0,95.142,95.1429,6e-06
757.5,95.1485,95.1429,3e-06
758.0,95.1385,95.1429,6e-06
758.5,95.1533,95.1429,1.4e-05
759.0,95.1472,95.1432,1.1e-05
759.5,95.1438,95.1432,2e-06
760.0,95.1402,95.143,6e-06
760.5,95.1427,95.1432,1.8e-05
761.0,95.1405,95.1431,7e-06
761.5,95.1354,95.1432,5e-06
762.0,95.1437,95.1434,-3e-06
762.5,95.1491,95.143,-1.1e-05
763.0,95.1455,95.1428,-1.3e-05
763.5,95.1363,95.1427,-1.4e-05
764.0,95.1389,95.1427,-1.5e-05
764.5,95.1402,95.1429,-1.7e-05
765.0,95.1449,95.1428,-1.8e-05
765.5,95.1308,95.1428,-2e-05
766.0,95.1481,95.143,-2.1e-05
766.5,95.1431,95.1427,-2.3e-05
767.0,95.1437,95.1428,-2.4e-05
767.5,95.1457,95.1431,-2.6e-05
768.0,95.1493,95.1432,-2.7e-05
768.5,95.1414,95.1433,-2.9e-05
769.0,95.1436,95.1433,-3e-05
769.5,95.1398,95.1434,-3.2e-05
770.0,95.142,95.1434,-3.3e-05
770.5,95.1413,95.1436,-3.5e-05
771.0,95.1495,95.1437,-3.7e-05
771.5,95.1437,95.144,-3.8e-05
772.0,95.144,95.1444,-4e-05
772.5,95.1439,95.1445,-4.2e-05
773.0,95.1427,95.1447,-4.4e-05
773.5,95.1387,95.1447,-4.5e-05
774.0,95.1456,95.1443,-4.7e-05
774.5,95.1432,95.1438,-4.9e-05
775.0,95.1501,95.1437,-5.1e-05
775.5,95.1517,95.1439,-5.2e-05
776.0,95.1471,95.1441,-5.4e-05
776.5,95.1495,95.144,-5.6e-05
777.0,95.1397,95.1442,-5.8e-05
777.5,95.1449,95.1441,-6e-05
778.0,95.1454,95.1443,-6.2e-05
778.5,95.1407,95.1441,-6.4e-05
779.0,95.1466,95.1441,-6.6e-05
779.5,95.1455,95.144,-6.7e-05
780.0,95.1407,95.144,-6.9e-05
780.5,95.1367,95.1441,-7.1e-05
781.0,95.1413,95.1441,-7.3e-05
781.5,95.1443,95.1439,-7.6e-05
782.0,95.1467,95.1441,-7.8e-05
782.5,95.1441,95.144,-8e-05
783.0,95.1457,95.144,-8.2e-05
783.5,95.1374,95.1438,-8.4e-05
784.0,95.145,95.1439,-8.6e-05
784.5,95.1356,95.1442,-8.8e-05
785.0,95.1421,95.1441,-9e-05
785.5,95.1373,95.144,-9.2e-05
786.0,95.1416,95.1442,-9.5e-05
786.5,95.1569,95.1441,-9.7e-05
787.0,95.1557,95.1442,-9.9e-05
787.5,95.15,95.1442,-0.000101
788.0,95.1482,95.1444,-0.000104
788.5,95.1446,95.1446,-0.000106
789.0,95.1445,95.1449,-0.000108
789.5,95.1371,95.1451,-0.000111
790.0,95.1477,95.1453,-0.000113
790.5,95.141,95.1455,-0.000115
791.0,95.1372,95.1458,-0.000118
791.5,95.149,95.1459,-0.00012
792.0,95.1455,95.1461,-0.000122
792.5,95.1464,95.1463,-0.000125
793.0,95.1424,95.1464,-0.000127
793.5,95.1505,95.1465,-0.00013
794.0,95.1509,95.1466,-0.000132
794.5,95.1432,95.1466,-0.000135
795.0,95.1448,95.1466,-0.000137
795.5,95.1454,95.1466,-0.00014
796.0,95.1483,95.1465,-0.000142
796.5,95.1483,95.1464,-0.000145
797.0,95.1388,95.1462,-0.000148
797.5,95.149,95.1459,-0.00015
798.0,95.1524,95.1456,-0.000153
798.5,95.1401,95.1453,-0.000156
799.0,95.1445,95.1449,-0.000158
799.5,95.1436,95.1444,-0.000161
800.0,95.1466,95.1439,-0.000164
